feature,class,n,mean,median,std,p10,p90
tire_life_ratio,TP,150,0.6793185185185185,0.6333333333333333,0.33442604936902065,0.4,1.0333333333333334
tire_life_ratio,FP,8,0.5899305555555556,0.5430555555555556,0.17453055144399698,0.43333333333333335,0.7975
pace_drop_ratio,TP,150,1.0126427600566463,1.0099282713902658,0.010078777450538652,1.0038629822847482,1.0252946251265809
pace_drop_ratio,FP,8,1.0135332489942064,1.0130728207899553,0.004700040776822271,1.0085547651334652,1.0193782759225876
race_progress_pct,TP,150,0.3953479785926389,0.32725464190981435,0.19964776729557013,0.17479614529280948,0.6433601609657947
race_progress_pct,FP,8,0.4548415492957746,0.5,0.18968363459099052,0.22992957746478873,0.6421254801536491
lapTime_vs_driver_prev_mean_pct,TP,150,0.9861180317369572,0.9971450310283135,0.04991706280565616,0.9181319693384531,1.0087094391371558
lapTime_vs_driver_prev_mean_pct,FP,8,0.9788232286289786,0.9928463622394232,0.03351167879266944,0.9419405028215833,1.0091830728238986
lapTime_vs_team_prev_lapbucket_mean_pct,TP,150,0.981393859357944,0.9901355348238169,0.04885466641715419,0.924588938275988,1.0075100609643026
lapTime_vs_team_prev_lapbucket_mean_pct,FP,8,0.9809989419657381,0.9944663396589402,0.027709266212383035,0.9467094513029224,1.006765971328793
lapTime,TP,150,91.60528666666666,93.917,14.773034569483535,71.2495,113.0316
lapTime,FP,8,90.998375,84.735,19.075727790424537,71.47720000000001,114.8225
trackTemp,TP,150,32.39466666666666,31.4,7.9708450966980635,23.5,42.91
trackTemp,FP,8,36.4625,34.55,6.509596281644507,30.669999999999998,47.01
airTemp,TP,150,22.74266666666667,22.45,5.025366940720736,17.28,30.3
airTemp,FP,8,23.1125,22.3,3.0085035732071184,20.82,26.779999999999998
humidity,TP,150,49.846666666666664,50.0,13.17813171718797,33.0,68.0
humidity,FP,8,43.75,44.5,11.497282287566918,29.7,55.2
speedTrap,TP,150,294.92,297.0,19.218574348790806,283.8,313.1
speedTrap,FP,8,303.125,307.0,9.688104819829315,291.1,312.7
gapAhead,TP,150,143.89143333333334,5.3535,320.14142507090867,0.76,999.0
gapAhead,FP,8,26.66975,8.798,48.66824809552425,2.4685000000000006,58.21319999999997
gapBehind,TP,150,39.95210666666666,4.009,125.91738353736267,0.3759,100.32669999999999
gapBehind,FP,8,27.384125,10.658999999999999,49.48826584514126,3.7647,57.56119999999998
position,TP,150,6.666666666666667,6.0,4.818944098266987,1.0,14.0
position,FP,8,6.375,5.0,4.02919036532155,2.7,13.0
pitLoss,TP,150,22.19,22.0,0.9620637539511956,21.0,23.5
pitLoss,FP,8,22.125,21.75,1.1110243021644486,21.0,23.5
